ExanteId,ISIN,Ticker
BECN.NASDAQ,US0736851090,BECN
BELFB.NASDAQ,US0773473006,BELFB
BFIN.NASDAQ,US06643P1049,BFIN
BFS.NYSE,US8043951016,BFS
BGFV.NASDAQ,US08915P1012,BGFV
BGG.NYSE,US1090431099,BGG
BGS.NYSE,US05508R1068,BGS
BH.NYSE,US08986R1014,BH
BHBK.NASDAQ,US0955731015,BHBK
BHE.NYSE,US08160H1014,BHE
BHLB.NYSE,US0846801076,BHLB
BID.NYSE,US8358981079,BID
BIG.NYSE,US0893021032,BIG
BIOS.NASDAQ,US09069N1081,BIOS
BJRI.NASDAQ,US09180C1062,BJRI
BKE.NYSE,US1184401065,BKE
BKH.NYSE,US0921131092,BKH
BKS.NYSE,US0677741094,BKS
BL.NASDAQ,US09239B1098,BL
BLBD.NASDAQ,US0953061068,BLBD
BLCM.NASDAQ,US0794811077,BLCM
BLDR.NASDAQ,US12008R1077,BLDR
BLKB.NASDAQ,US09227Q1004,BLKB
BLMN.NASDAQ,US0942351083,BLMN
BLMT.NASDAQ,US05573H1086,BLMT
BLUE.NASDAQ,US09609G1004,BLUE
BLX.NYSE,PAP169941328,BLX
BMCH.NASDAQ,US05591B1098,BMCH
BMI.NYSE,US0565251081,BMI
BMRC.NASDAQ,US0634251021,BMRC
BMTC.NASDAQ,US1176651099,BMTC
BNCL.NASDAQ,US08171T1025,BNCL
BNED.NYSE,US06777U1016,BNED
BNFT.NASDAQ,US08180D1063,BNFT
BOFI.NASDAQ,US05566U1088,BOFI
BOJA.NASDAQ,US0974881007,BOJA
BOLD.NASDAQ,US05070R1041,BOLD
BOOM.NASDAQ,US23291C1036,BOOM
BOOT.NYSE,US0994061002,BOOT
BOX.NYSE,US10316T1043,BOX
BPFH.NASDAQ,US1011191053,BPFH
BPI.NYSE,US10807M1053,BPI
BPMC.NASDAQ,US09627Y1091,BPMC
BRC.NYSE,US1046741062,BRC
BREW.NASDAQ,US2241221017,BREW
BRKL.NASDAQ,US11373M1071,BRKL
BRKS.NASDAQ,US1143401024,BRKS
BRS.NYSE,US1103941035,BRS
BRSS.NYSE,US37953G1031,BRSS
BSET.NASDAQ,US0702031040,BSET
BSRR.NASDAQ,US82620P1021,BSRR
BSTC.NASDAQ,US0909311062,BSTC
BUSE.NASDAQ,US3193832041,BUSE
BW.NYSE,US05614L1008,BW
BWFG.NASDAQ,US06654A1034,BWFG
BWINB.NASDAQ,US0577552096,BWINB
BXS.NYSE,US05971J1025,BXS
BYD.NYSE,US1033041013,BYD
BZH.NYSE,US07556Q8814,BZH
CAC.NASDAQ,US1330341082,CAC
CACI.NYSE,US1271903049,CACI
CADE.NYSE,US12739A1007,CADE
CAI.NYSE,US12477X1063,CAI
CAKE.NASDAQ,US1630721017,CAKE
CALA.NASDAQ,US13089P1012,CALA
CALM.NASDAQ,US1280302027,CALM
CALX.NYSE,US13100M5094,CALX
CAMP.NASDAQ,US1281261099,CAMP
CAR.NASDAQ,US0537741052,CAR
CARA.NASDAQ,US1407551092,CARA
CARB.NASDAQ,US1413371055,CARB
CARO.NASDAQ,US1438731077,CARO
CARS.NYSE,US14575E1055,CARS
CASH.NASDAQ,US59100U1088,CASH
CASS.NASDAQ,US14808P1093,CASS
CATM.NASDAQ,GB00BYT18414,CATM
CATO.NYSE,US1492051065,CATO
CATY.NASDAQ,US1491501045,CATY
CBB.NYSE,US1718715022,CBB
CBL.NYSE,US1248301004,CBL
CBM.NYSE,US1320111073,CBM
CBPX.NYSE,US2111711030,CBPX
CBRL.NASDAQ,US22410J1060,CBRL
CBU.NYSE,US2036071064,CBU
CBZ.NYSE,US1248051021,CBZ
CCBG.NASDAQ,US1396741050,CCBG
CCMP.NASDAQ,US12709P1030,CCMP
CCNE.NASDAQ,US1261281075,CCNE
CCO.NYSE,US18451C1099,CCO
CCOI.NASDAQ,US19239V3024,CCOI
CCRN.NASDAQ,US2274831047,CCRN
CCS.NYSE,US1565043007,CCS
CCXI.NASDAQ,US16383L1061,CCXI
CDE.NYSE,US1921085049,CDE
CDR.NYSE,US1506022094,CDR
CDXS.NASDAQ,US1920051067,CDXS
CDZI.NASDAQ,US1275372076,CDZI
CECE.NASDAQ,US1251411013,CECE
CECO.NASDAQ,US1416651099,CECO
CENT.NASDAQ,US1535271068,CENT
CENTA.NASDAQ,US1535272058,CENTA
CENX.NASDAQ,US1564311082,CENX
CERS.NASDAQ,US1570851014,CERS
CETV.NASDAQ,BMG200452024,CETV
CEVA.NASDAQ,US1572101053,CEVA
CFFI.NASDAQ,US12466Q1040,CFFI
CFFN.NASDAQ,US14057J1016,CFFN
CFMS.NASDAQ,US20717E1010,CFMS
CHCO.NASDAQ,US1778351056,CHCO
CHCT.NYSE,US20369C1062,CHCT
CHDN.NASDAQ,US1714841087,CHDN
CHE.NYSE,US16359R1032,CHE
CHEF.NASDAQ,US1630861011,CHEF
CHFC.NASDAQ,US1637311028,CHFC
CHFN.NASDAQ,US16122W1080,CHFN
CHGG.NYSE,US1630921096,CHGG
CHMG.NASDAQ,US1640241014,CHMG
CHMI.NYSE,US1646511014,CHMI
CHRS.NASDAQ,US19249H1032,CHRS
CHS.NYSE,US1686151028,CHS
CHSP.NYSE,US1652401027,CHSP
CHUY.NASDAQ,US1716041017,CHUY
CIA.NYSE,US1747401008,CIA
CIEN.NYSE,US1717793095,CIEN
CIO.NYSE,US1785871013,CIO
CIR.NYSE,US17273K1097,CIR
CIVB.NASDAQ,US1788671071,CIVB
CIVI.NYSE,US17887R1023,CIVI
CKH.NYSE,US8119041015,CKH
CLCT.NASDAQ,US19421R2004,CLCT
CLD.NYSE,US18911Q1022,CLD
CLDR.NYSE,US18914U1007,CLDR
CLDT.NYSE,US16208T1025,CLDT
CLDX.NASDAQ,US15117B1035,CLDX
CLF.NYSE,US1858991011,CLF
CLFD.NASDAQ,US18482P1030,CLFD
CLI.NYSE,US5544891048,CLI
CLNE.NASDAQ,US1844991018,CLNE
CLPR.NYSE,US18885T3068,CLPR
CLSD.NASDAQ,US1850631045,CLSD
CLVS.NASDAQ,US1894641000,CLVS
CLW.NYSE,US18538R1032,CLW
CMC.NYSE,US2017231034,CMC
CMCO.NASDAQ,US1993331057,CMCO
CMD.NYSE,US1380981084,CMD
CMO.NYSE,US14067E5069,CMO
CMP.NYSE,US20451N1019,CMP
CMPR.NASDAQ,NL0009272269,CMPR
CMRE.NYSE,MHY1771G1026,CMRE
CMRX.NASDAQ,US16934W1062,CMRX
CMTL.NASDAQ,US2058262096,CMTL
CNAT.NASDAQ,US20600T1088,CNAT
CNBKA.NASDAQ,US1564321065,CNBKA
CNCE.NASDAQ,US2060221056,CNCE
CNMD.NASDAQ,US2074101013,CNMD
CNO.NYSE,US12621E1038,CNO
CNOB.NASDAQ,US20786W1071,CNOB
CNS.NYSE,US19247A1007,CNS
CNSL.NASDAQ,US2090341072,CNSL
CNTY.NASDAQ,US1564921005,CNTY
CNXN.NASDAQ,US69318J1007,CNXN
COBZ.NASDAQ,US1908971088,COBZ
COHU.NASDAQ,US1925761066,COHU
COKE.NASDAQ,US1910981026,COKE
COLB.NASDAQ,US1972361026,COLB
COLL.NASDAQ,US19459J1043,COLL
COLM.NASDAQ,US1985161066,COLM
CONN.NASDAQ,US2082421072,CONN
CORE.NASDAQ,US2186811046,CORE
CORI.NASDAQ,US21887L1070,CORI
CORR.NYSE,US21870U5020,CORR
CORT.NASDAQ,US2183521028,CORT
COTV.NYSE,US22164K1016,COTV
COUP.NASDAQ,US22266L1061,COUP
COWN.NASDAQ,US2236226062,COWN
CPE.NYSE,US13123X1028,CPE
CPF.NYSE,US1547604090,CPF
CPK.NYSE,US1653031088,CPK
CPLA.NASDAQ,US1395941057,CPLA
CPRX.NASDAQ,US14888U1016,CPRX
CPS.NYSE,US21676P1030,CPS
CPSI.NASDAQ,US2053061030,CPSI
CRAI.NASDAQ,US12618T1051,CRAI
CRAY.NASDAQ,US2252233042,CRAY
CRBP.NASDAQ,US21833P1030,CRBP
CRC.NYSE,US13057Q2066,CRC
CRCM.NYSE,US1416331072,CRCM
CRD.B.NYSE,US2246331076,CRD.B
CREE.NASDAQ,US2254471012,CREE
CRIS.NASDAQ,US2312691015,CRIS
CRMT.NASDAQ,US03062T1051,CRMT
CROX.NASDAQ,US2270461096,CROX
CRR.NYSE,US1407811058,CRR
CRS.NYSE,US1442851036,CRS
CRUS.NASDAQ,US1727551004,CRUS
CRVL.NASDAQ,US2210061097,CRVL
CRVS.NASDAQ,US2210151005,CRVS
CRY.NYSE,US2289031005,CRY
CRZO.NASDAQ,US1445771033,CRZO
CSFL.NASDAQ,US15201P1093,CSFL
CSGS.NASDAQ,US1263491094,CSGS
CSII.NASDAQ,US1416191062,CSII
CSLT.NYSE,US14862Q1004,CSLT
CSOD.NASDAQ,US21925Y1038,CSOD
CSS.NYSE,US1259061075,CSS
CSTE.NASDAQ,IL0011259137,CSTE
CSTR.NASDAQ,US14070T1025,CSTR
CSU.NYSE,US1404751042,CSU
CSV.NYSE,US1439051079,CSV
CSWI.NASDAQ,US1264021064,CSWI
CTB.NYSE,US2168311072,CTB
CTBI.NASDAQ,US2041491083,CTBI
CTLT.NYSE,US1488061029,CTLT
CTMX.NASDAQ,US23284F1057,CTMX
CTRE.NASDAQ,US14174T1079,CTRE
CTRL.NASDAQ,US21240D1072,CTRL
CTRN.NASDAQ,US17306X1028,CTRN
CTS.NYSE,US1265011056,CTS
CTWS.NASDAQ,US2077971016,CTWS
CUB.NYSE,US2296691064,CUB
CUBI.NYSE,US23204G1004,CUBI
CUTR.NASDAQ,US2321091082,CUTR
CUZ.NYSE,US2227951066,CUZ
CVA.NYSE,US22282E1029,CVA
CVBF.NASDAQ,US1266001056,CVBF
CVCO.NASDAQ,US1495681074,CVCO
CVCY.NASDAQ,US1556851004,CVCY
CVG.NYSE,US2124851062,CVG
CVGI.NASDAQ,US2026081057,CVGI
CVGW.NASDAQ,US1282461052,CVGW
CVI.NYSE,US12662P1084,CVI
CVLT.NASDAQ,US2041661024,CVLT
CVLY.NASDAQ,US1920251048,CVLY
CVNA.NYSE,US1468691027,CVNA
CVTI.NASDAQ,US22284P1057,CVTI
CW.NYSE,US2315611010,CW
CWCO.NASDAQ,KYG237731073,CWCO
CWH.NYSE,US13462K1097,CWH
CWST.NASDAQ,US1474481041,CWST
CWT.NYSE,US1307881029,CWT
CYBE.NASDAQ,US2325171021,CYBE
CYH.NYSE,US2036681086,CYH
CYS.NYSE,US12673A1088,CYS
CYTK.NASDAQ,US23282W6057,CYTK
CZNC.NASDAQ,US1729221069,CZNC
CZR.NASDAQ,US1276861036,CZR
DAKT.NASDAQ,US2342641097,DAKT
DAN.NYSE,US2358252052,DAN
DAR.NYSE,US2372661015,DAR
DBD.NYSE,US2536511031,DBD
DCO.NYSE,US2641471097,DCO
DCOM.NASDAQ,US2539221083,DCOM
DDD.NYSE,US88554D2053,DDD
DDS.NYSE,US2540671011,DDS
DEA.NYSE,US27616P1030,DEA
DECK.NYSE,US2435371073,DECK
DENN.NASDAQ,US24869P1049,DENN
DEPO.NASDAQ,US2499081048,DEPO
DERM.NASDAQ,US24983L1044,DERM
DF.NYSE,US2423702032,DF
DFIN.NYSE,US25787G1004,DFIN
DFRG.NASDAQ,US2450771025,DFRG
DGICA.NASDAQ,US2577012014,DGICA
DGII.NASDAQ,US2537981027,DGII
DHIL.NASDAQ,US25264R2076,DHIL
DHT.NYSE,MHY2065G1219,DHT
DHX.NYSE,US23331S1006,DHX
DIN.NYSE,US2544231069,DIN
DIOD.NASDAQ,US2545431015,DIOD
DJCO.NASDAQ,US2339121046,DJCO
DK.NYSE,US24665A1034,DK
DLTH.NASDAQ,US26443V1017,DLTH
DLX.NYSE,US2480191012,DLX
DMRC.NASDAQ,US25381B1017,DMRC
DNBF.NASDAQ,US2332371069,DNBF
DNOW.NYSE,US67011P1003,DNOW
DNR.NYSE,US2479162081,DNR
DO.NYSE,US25271C1027,DO
DOC.NYSE,US71943U1043,DOC
DOOR.NYSE,CA5753851099,DOOR
DORM.NASDAQ,US2582781009,DORM
DPLO.NYSE,US25456K1016,DPLO
DRH.NYSE,US2527843013,DRH
DRQ.NYSE,US2620371045,DRQ
DRRX.NASDAQ,US2666051048,DRRX
DS.NYSE,US2620771004,DS
DSPG.NASDAQ,US23332B1061,DSPG
DSW.NYSE,US23334L1026,DSW
DVAX.NASDAQ,US2681582019,DVAX
DX.NYSE,US26817Q5062,DX
DXPE.NASDAQ,US2333774071,DXPE
DY.NYSE,US2674751019,DY
EARN.NYSE,US2885781078,EARN
EAT.NYSE,US1096411004,EAT
EBF.NYSE,US2933891028,EBF
EBIX.NASDAQ,US2787152063,EBIX
EBS.NYSE,US29089Q1058,EBS
EBSB.NASDAQ,US58958U1034,EBSB
EBTC.NASDAQ,US2936681095,EBTC
ECHO.NASDAQ,US27875T1016,ECHO
ECOL.NASDAQ,US91732J1025,ECOL
ECOM.NYSE,US1591791009,ECOM
ECPG.NASDAQ,US2925541029,ECPG
ECR.NYSE,US27890G1004,ECR
EDGE.NASDAQ,US2798701098,EDGE
EDIT.NASDAQ,US28106W1036,EDIT
EDR.NYSE,US28140H2031,EDR
EE.NYSE,US2836778546,EE
EEX.NYSE,US29103B1008,EEX
EFII.NASDAQ,US2860821022,EFII
EFSC.NASDAQ,US2937121059,EFSC
EGBN.NASDAQ,US2689481065,EGBN
EGHT.NYSE,US2829141009,EGHT
EGL.NYSE,US29286C1071,EGL
EGLE.NASDAQ,MHY2187A1432,EGLE
EGOV.NASDAQ,US62914B1008,EGOV
EGP.NYSE,US2772761019,EGP
EGRX.NASDAQ,US2697961082,EGRX
EHTH.NASDAQ,US28238P1093,EHTH
EIG.NYSE,US2922181043,EIG
EIGI.NASDAQ,US29272B1052,EIGI
ELF.NYSE,US26856L1035,ELF
ELGX.NASDAQ,US29266S1069,ELGX
ELLI.NYSE,US28849P1003,ELLI
ELVT.NYSE,US28621V1017,ELVT
ELY.NYSE,US1311931042,ELY
EMCI.NASDAQ,US2686641091,EMCI
EME.NYSE,US29084Q1004,EME
EMKR.NASDAQ,US2908462037,EMKR
EML.NASDAQ,US2763171046,EML
ENFC.NASDAQ,US29363J1088,ENFC
ENS.NYSE,US29275Y1029,ENS
ENSG.NASDAQ,US29358P1012,ENSG
ENT.NASDAQ,US37951D1028,ENT
ENTA.NASDAQ,US29251M1062,ENTA
ENTG.NASDAQ,US29362U1043,ENTG
ENTL.NASDAQ,US29363K1051,ENTL
ENV.NYSE,US29404K1060,ENV
ENVA.NYSE,US29357K1034,ENVA
ENZ.NYSE,US2941001024,ENZ
EPAM.NYSE,US29414B1044,EPAM
EPAY.NASDAQ,US1013881065,EPAY
EPE.NYSE,US2687851020,EPE
EPZM.NASDAQ,US29428V1044,EPZM
EQBK.NASDAQ,US29460X1090,EQBK
ERA.NYSE,US26885G1094,ERA
ERII.NASDAQ,US29270J1007,ERII
EROS.NYSE,IM00B86NL059,EROS
ESCA.NASDAQ,US2960561049,ESCA
ESE.NYSE,US2963151046,ESE
ESGR.NASDAQ,BMG3075P1014,ESGR
ESIO.NASDAQ,US2852291002,ESIO
ESL.NYSE,US2974251009,ESL
ESND.NASDAQ,US2966891028,ESND
ESNT.NYSE,BMG3198U1027,ESNT
ESPR.NASDAQ,US29664W1053,ESPR
ESSA.NASDAQ,US29667D1046,ESSA
ESV.NYSE,GB00B4VLR192,ESV
ESXB.NASDAQ,US2036121067,ESXB
ETH.NYSE,US2976021046,ETH
ETM.NYSE,US2936391000,ETM
ETSY.NASDAQ,US29786A1060,ETSY
EVBG.NASDAQ,US29978A1043,EVBG
EVC.NYSE,US29382R1077,EVC
EVH.NYSE,US30050B1017,EVH
EVR.NYSE,US29977A1051,EVR
EVRI.NYSE,US30034T1034,EVRI
EVTC.NYSE,PR30040P1032,EVTC
EXAS.NASDAQ,US30063P1057,EXAS
EXLS.NASDAQ,US3020811044,EXLS
EXPO.NASDAQ,US30214U1025,EXPO
EXPR.NYSE,US30219E1038,EXPR
EXTN.NYSE,US30227H1068,EXTN
EXTR.NASDAQ,US30226D1063,EXTR
EZPW.NASDAQ,US3023011063,EZPW
FARM.NASDAQ,US3076751086,FARM
FARO.NASDAQ,US3116421021,FARO
FATE.NASDAQ,US31189P1021,FATE
FBC.NYSE,US3379307057,FBC
FBIO.NASDAQ,US34960Q1094,FBIO
FBIZ.NASDAQ,US3193901002,FBIZ
FBK.NYSE,US30257X1046,FBK
FBM.NYSE,US3503921062,FBM
FBMS.NASDAQ,US3189161033,FBMS
FBNC.NASDAQ,US3189101062,FBNC
FBNK.NASDAQ,US3198501039,FBNK
FBP.NYSE,PR3186727065,FBP
FC.NYSE,US3534691098,FC
FCB.NYSE,US30255G1031,FCB
FCBC.NASDAQ,US31983A1034,FCBC
FCF.NYSE,US3198291078,FCF
FCFS.NYSE,US33767D1054,FCFS
FCN.NYSE,US3029411093,FCN
FCNCA.NASDAQ,US31946M1036,FCNCA
FCPT.NYSE,US35086T1097,FCPT
FDEF.NASDAQ,US32006W1062,FDEF
FDP.NYSE,KYG367381053,FDP
FELE.NASDAQ,US3535141028,FELE
FET.NYSE,US34984V1008,FET
FF.NYSE,US36116M1062,FF
FFBC.NASDAQ,US3202091092,FFBC
FFG.NYSE,US30239F1066,FFG
FFIC.NASDAQ,US3438731057,FFIC
FFIN.NASDAQ,US32020R1095,FFIN
FFKT.NASDAQ,US3095621062,FFKT
FFNW.NASDAQ,US32022K1025,FFNW
FFWM.NASDAQ,US32026V1044,FFWM
FGBI.NASDAQ,US32043P1066,FGBI
FGEN.NASDAQ,US31572Q8087,FGEN
FIBK.NASDAQ,US32055Y2019,FIBK
FICO.NYSE,US3032501047,FICO
FISI.NASDAQ,US3175854047,FISI
FIT.NYSE,US33812L1026,FIT
FIVE.NASDAQ,US33829M1018,FIVE
FIVN.NASDAQ,US3383071012,FIVN
FIX.NYSE,US1999081045,FIX
FIZZ.NASDAQ,US6350171061,FIZZ
FLDM.NASDAQ,US34385P1084,FLDM
FLIC.NASDAQ,US3207341062,FLIC
FLOW.NYSE,US78469X1072,FLOW
FLWS.NASDAQ,US68243Q1067,FLWS
FLXN.NASDAQ,US33938J1060,FLXN
FLXS.NASDAQ,US3393821034,FLXS
FMBH.NASDAQ,US3208661062,FMBH
FMBI.NASDAQ,US3208671046,FMBI
FMI.NASDAQ,US3504651007,FMI
FMNB.NASDAQ,US3096271073,FMNB
FN.NYSE,KYG3323L1005,FN
FNGN.NASDAQ,US3174851002,FNGN
FNHC.NASDAQ,US31422T1016,FNHC
FNLC.NASDAQ,US31866P1021,FNLC
FNSR.NASDAQ,US31787A5074,FNSR
FNWB.NASDAQ,US3358341077,FNWB
FOE.NYSE,US3154051003,FOE
FOLD.NASDAQ,US03152W1099,FOLD
FONR.NASDAQ,US3444374058,FONR
FOR.NYSE,US3462321015,FOR
FORM.NASDAQ,US3463751087,FORM
FORR.NASDAQ,US3465631097,FORR
FOSL.NASDAQ,US34988V1061,FOSL
FOXF.NASDAQ,US35138V1026,FOXF
FPI.NYSE,US31154R1095,FPI
FPRX.NASDAQ,US33830X1046,FPRX
FR.NYSE,US32054K1034,FR
FRAC.NYSE,US48669A1088,FRAC
FRAN.NASDAQ,US3517931040,FRAN
FRBK.NASDAQ,US7604161072,FRBK
FRED.NASDAQ,US3561081007,FRED
FRGI.NASDAQ,US31660B1017,FRGI
FRME.NASDAQ,US3208171096,FRME
FRO.NYSE,BMG3682E1921,FRO
FRPH.NASDAQ,US30292L1070,FRPH
FRPT.NASDAQ,US3580391056,FRPT
FRTA.NASDAQ,US34960W1062,FRTA
FSB.NYSE,US35352P1049,FSB
FSS.NYSE,US3138551086,FSS
FSTR.NASDAQ,US3500601097,FSTR
